Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,60 - 601291754 - Cu 1800/0.40 PIUT PE - CVIC01 c81:M1-1800,CID-01-01-01 | Copper Identification for Copper Recovery,83.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,69 - 601298665 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,93
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,70 - 601298686 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,59.3
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,71 - 601298708 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,25.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,72 - 601298726 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,110.4
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,73 - 601298740 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,9
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,74 - 601298754 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,49.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,75 - 601298769 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,5.2
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,76 - 601298782 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,38.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,77 - 601298795 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,69.1
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,78 - 601298910 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,16.8
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,85 - 15039650105 - Cu 1200/0.64 PIQL PE - CVIC01 c38:M1-1200,CID-01-01-01 | Copper Identification for Copper Recovery,28.7
FNE - Cable Recovery,FNE - Copper Cable Recovery Rate Card,T2Q2 - ACT1 - Civic,88 - 15042726268 - Cu 1000/0.40 PIUT PE - CVIC01 c81:M1-1000,CID-01-01-01 | Copper Identification for Copper Recovery,73.1
